company_id,company_name,company_status_de,legal_form_en,activity_code1,company_registration_date,addr_street,addr_house_number,addr_postal_code,addr_city,rating_points,limit_value
"d0c17e4189633ac4474fe8db4a28eb1b","company 36","Aktiv","Private limited company","108","1968-06-26","16cdbc2c3cdb5a4345b669008bf6dbea",,"85748","Garching bei München","76","330000"
"0c7ea64d63ea234fe6f8d37830dd31c8","company 37","Aktiv","Private limited company","70109","1974-06-24","1660dbd6fd11be564392bb581eb4847a",,"20095","Hamburg","8","445000"
"46b04b7ab9863128354866b2f22be69b","company 38","Aktiv","Limited partnership in which the general partner is a GmbH","68202","2003-12-19","c3cbdd04e536e31cdfde28849108d201",,"52152","Simmerath","76","58000"
"608d9a6e6ed533c00324461707e84ea3","company 39","Aktiv","Private limited company","70101","1984-04-18","33d18837246eac163b491dd6f18bd783",,"48653","Coesfeld","40","130000"
"058ef4945f61528e07ea4e96d5e6ddf5","company 40","Aktiv","Registered merchant","45320","2002-08-15","8397987b98dc42fff352d79c2d72d96c",,"97922","Lauda-Königshofen","29","10500"
"9056b405b62e0c6078cc48f11d516811","company 41","Aktiv","Private limited company","642","1995-06-12","f261b90fdde73a1e7d64ea5d319d3af1",,"66129","Saarbrücken","50","2150000"
"c03c6cacade502dd66f6bef5609de0fb","company 42","Aktiv","Limited partnership","68321","1981-02-24","b2ee1555947cc9e36caafd9905ae15c1",,"95703","Plößberg","10","185000"
"e031a83f59c30a374d41d6d07e9c34e1","company 43","Aktiv","Limited partnership","46712","1961-05-31","0366c6af99f2bb83f02e1ed1433a9b00",,"36093","Künzell","55","0"
"233c8c9e1dbbe81e5ed8a96325d27f16","company 44","Aktiv","Limited partnership in which the general partner is a GmbH","68311","1992-09-14","2e38d0fd4e53d2119c37bb2da4db7547",,"07554","Gera","89","610000"
"3b8fa191f9182eca10a832c44778811d","company 45","Aktiv","Private limited company","47191","1996-12-23","61ccb3a90667597a1ecd0a743b7d6a24",,"55566","Bad Sobernheim","62","7500"
"af1889278affb971dbab0454ef180d00","company 46","Aktiv","Private limited company","6832","1986-11-06","f3da629cd6ecc1286cb8cb89a745d030",,"45128","Essen","39","0"
"b9921243934fbb828bda00ebf2fc1fa1","company 47","Aktiv","Private limited company","25620","2002-06-21","b0028cc12cff96bb59e7f45f7704d219",,"32289","Rödinghausen","96","12500"
"c1b7a7a0bf18181f75e7782d33459a18","company 48","Aktiv","Private limited company","2829","1990-07-13","935cc328fe5345127a5761a30b4f96b9",,"08066","Zwickau","81","0"
"de4751185ff595c657f304326790fbf6","company 49","Aktiv","Limited partnership in which the general partner is a GmbH","5813","1995-08-07","d77ff0916e6f7e8a0d0b6145d6a3861e",,"71065","Sindelfingen","52","16500"
"78ac9030bbb77c18cc28c34e3d0b0be8","company 50","Aktiv","Private limited company","46743","1988-01-29","68e1052658251e9d4d0b9fe6b7e23682",,"86473","Ziemetshausen","69","7500"
"84df16622d55c1aecb2a5e52f773338c","company 51","Aktiv","Limited partnership in which the general partner is a GmbH","2511","1979-01-01","001efa8a3e377950f25631836547bfe4",,"60598","Frankfurt am Main","47","26500"
"5c4086e1c796b13412dfc17d795736d4","company 52","Aktiv","Private limited company","43999","1994-09-23","aa12d5743af46a17ab277f2455471d37",,"02694","Großdubrau","72","5500"
"3d4cfae767c74661fd5aca34cb794280","company 53","Aktiv","Private limited company","45110","1979-09-19","5ca8b56f5e41072e5bc2e920c8b7829b",,"46145","Oberhausen","26","0"
"ed6d9c56eb7d787f6d7e0639a2eeab73","company 54","Aktiv","Private limited company","4339","1998-09-24","09b02f910f729b0829c09469fac6ea03",,"91301","Forchheim","52","6500"
"8515841880e83d164c3de11c5904b076","company 55","Aktiv","Private limited company","6619","1990-03-02","54268503dfadfa9c13cff1fefe2485ec",,"24594","Hohenwestedt","56","8000"
"f4a293cd8fa078ca064d7ff7310f48ae","company 56","Aktiv","Private limited company","9609","1982-06-03","0e2d2d9e44068afcbeea0cff970a3c31",,"89077","Ulm","43","57000"
"3e9417e089d297334da5652f162d2a93","company 57","Aktiv","Private limited company","701","1978-07-19","52505e601491e47008070237ef11c917",,"67663","Kaiserslautern","35","18000"
"b4a4e5d7aa539099b31256ab8efbb081","company 58","Aktiv","Private limited company","43911","1993-02-04","557af2aba8191963e97c039a851efe02",,"31028","Gronau","62","9000"
"131295f7d5e04793ab361edb7ebae08c","company 59","Aktiv","Private limited company","28922","1990-06-27","3aef38a11bb8a6879ee8e9ac0f8bf594",,"02999","Weißkollm","25","72000"
"49575fc57046bbc56f8853f821c3395a","company 60","Aktiv","General partnership","9525","1925-10-05","7f8e450e8149e41af7f3de7bfdab54d0",,"96450","Coburg","85","9500"
"a0c066b3209ceebc19096568c48a2a48","company 61","Aktiv","Registered merchant","46462","1997-09-25","738bb2da5b5ecc2a59cebcdb9f77dd15",,"76287","Rheinstetten","36","10500"
"d7cccc0e5c5cabefd8c2ca72bceb874d","company 62","Aktiv","Private limited company","43912","1999-05-04","164af807aa8f8f63eda9ce2e750ae1d9",,"24376","Kappeln","13","0"
"68eac3487b7f64026480d8d5bdac7346","company 63","Aktiv","Private limited company","7010","2017-12-07","e899e98fa359bf879d840757beaf5a7a",,"32051","Herford","10","9500"
"504f81a4199fd8678eae979f298bfd55","company 64","Aktiv","Private limited company","6832","1983-02-14","6e01c147cbf6a1513af6ef70fb857767",,"12529","Schönefeld","94","26500"
"a03a2cfd7d100f09bf3875400335500e","company 65","Aktiv","Registered merchant",,"1990-06-12","ddd37da006d62a978031ce1bcd1f278f",,"86161","Augsburg","18","0"
"f7debb8e4817ba6c6919c9c431e610b7","company 66","Aktiv","Private limited company","4651","2003-02-27","2c99509f44f08a27d381fa82cb0d529c",,"80538","München","19","0"
"2fb3693f41b6ec6cbc242f26dfe30273","company 67","Aktiv","Registered merchant","46165","1935-08-12","a5a2b257dbae2bc4be6eff42990249bb",,"63739","Aschaffenburg","11","10500"
"212ce8efbfd6c676dbc07d68a8299a06","company 68","Aktiv","General partnership","4771","1993-09-17","d3a2e9c71b8184f1e2f1e712f83ad5ef",,"06618","Naumburg","77","5500"
"73095bdf01c27a576f565fe54481a603","company 69","Aktiv","Limited partnership in which the general partner is a GmbH","46182","1897-11-01","ab024057e871a15f8778e6b987517aa8",,"72764","Reutlingen","64","42000"
"089ab03baa274c0539bcb8a19a7675ce","company 70","Aktiv","Limited partnership in which the general partner is a GmbH","46712","1924-01-01","d3602d1c554b60b78566746d47f74dca",,"55120","Mainz","44","0"
"da678369165554d4faafa20238d63b1a","company 71","Aktiv","Private limited company","47521","1991-04-10",,,,"Goldberg","73","0"
"0b1563541bc87d29be8e05d3bcf203f0","company 72","Aktiv","Registered merchant","43210","1992-01-28","7b88576d9149d46402c1544110123e25",,"18311","Ribnitz-Damgarten","26","10000"
"6e1f1dadad20317ff0d2598d38faab32","company 73","Aktiv","Private limited company","701","1979-03-05","5418f5566d39631a6a176e2e4210c126",,"52072","Aachen","88","9000"
"78c1d50a53061e216ed32fb84a1f49e5","company 74","Aktiv","Private limited company","70101","1996-04-26","0a437b23a491cc5b0d0a1e75ce5555a1",,"66280","Sulzbach","20","0"
"ae0e354f9fd06240cfec1ac3474caf0d","company 75","Aktiv","Registered merchant","45110","1955-12-31","fb1adbc0c919122d9db323d04d88faa4",,"94315","Straubing","84","10500"
"10a27e2763aeab545f80d782ed8d3a87","company 76","Aktiv","Registered merchant","52291","1982-08-04","08a2c5d6051eb533be442cfeb439e549",,"94447","Plattling","73","10000"
"4f4e4bfec5c6cd6fa19de09629b49c42","company 77","Aktiv","Private limited company","45110","1962-12-31","76075099a0d2c090ae249fc0d3b3c8af",,"76532","Baden-Baden","68","28000"
"f3eed0b8ec370704000b27bf24e14a25","company 78","Aktiv","Registered merchant",,"1994-04-11","11094f9e1d3a78024f2607168f6f0f91",,"66440","Blieskastel","42","0"
"26a2d7283f171def1d094d53aea68098","company 79","Aktiv","Private limited company","74900","1978-12-31","33b88a499d4990e0078ba12f36fdb0e9",,"70199","Stuttgart","49","0"
"71775dafd873f07b7085b267085e7d94","company 80","Aktiv","Limited partnership in which the general partner is a GmbH","86101","1996-10-24","39f05911178516f02534ef2c3736f4c8",,"21339","Lüneburg","3","0"
"8ed3150374e8111e70fdd5473a1b2845","company 81","Aktiv","Limited partnership in which the general partner is a GmbH","46141","1984-04-11","41e96c66307dc4b20595692591e49cd4",,"45478","Mülheim an der Ruhr","0","200000"
"f15fc988a091300492ee199402c36996","company 82","Aktiv","Non-profit company with limited liability","871","2002-01-21","7d0107728796b531d1e1dcf02fcf511c",,"49685","Emstek","93","405000"
"fc908333e284af4a22f4100a72250b19","company 83","Aktiv","Private limited company","8899","1991-09-03","15bb8fb1b0ed7aa61cefc59d545628b6",,"65232","Taunusstein","96","335000"
"0b240ded40424fdd6b3cd5e0acabb8b1","company 84","Aktiv","Limited partnership in which the general partner is a GmbH","2573","1935-12-31","8808c07c052958d8369e6931ea82733b",,"42553","Velbert","41","0"
"1a5a94e3a40e7953812c32cd9b8c3d16","company 85","Aktiv","Registered merchant","43341","1993-04-02","74e2d5c629d2d5f01b1568bef726ed50",,"31134","Hildesheim","66","10000"
"29aecbcc4b5c592d262cec6b78a140b7","company 86","Aktiv","Limited partnership in which the general partner is an AG","43320","2001-08-01","162beec0972eeb2e4744196a1eb24d39",,"22962","Siek","46","150000"
"4b3c428b115e015074bc7cf233d98f8c","company 87","Aktiv","Private limited company","2611","1982-12-17","ae2b23be10f4d3c722ed278b61c1dce0",,"63500","Seligenstadt","49","370000"
"2e72f46fd66fe427ca377064eff108b2","company 88","Aktiv","Private limited company","47523","1957-09-01","5af697a4ade99f06e09162f97d330685",,"22869","Schenefeld","50","410000"
"667edebe29ae761e59e538b1c3ffa93d","company 89","Aktiv","Private limited company","47192","1979-01-16","6aad767d3456fc28490b089e7c353d22",,"80335","München","69","75000"
"89568194795de952e56d52b1a0b2ce90","company 90","Aktiv","Registered merchant","10510","1993-02-04","e331c21e664d71e906c529dbddc48b18",,"89359","Kötz","41","10000"
"93222372429a5e5df6850042aecf7824","company 91","Aktiv","Private limited company","960","1993-08-05","2f36f29ef68629b8e51c4b0a618de663",,"08223","Falkenstein/Vogtl.","98","0"
"8d52d2e4dfd578d8f065648a43105a7e","company 92","Aktiv","Private limited company","682","1989-07-06","b42f854b6ed0f55200fbefa61e9a2247",,"63165","Mühlheim am Main","26","24000"
"d3c07ec75c9746ebcd1462b6e7f68a82","company 93","Aktiv","Private limited company","18120","1985-05-09","6ea261214bb188117295cbfc1b1fed42",,"70190","Stuttgart","91","0"
"3ea2802cf6eab3738b28814d2482352b","company 94","Aktiv","Registered merchant","10130","1970-12-10","afab0a34fe35c83135c7550b80b70604",,"85464","Finsing","97","10000"
"db860a10bd2ac5ae6329454275e16431","company 95","Aktiv","Private limited company","46741","1967-05-01","bea6fad814c0b2699edf14ed0cf59e28",,"76829","Landau in der Pfalz","92","43000"
"5544c4918ad8147b514db3737e093c06","company 96","Aktiv","Registered merchant",,"1979-10-04","bdd268eee16b976311299e9c414ea39a",,"89420","Höchstädt a.d.Donau","2","0"
"b9988a15311f17bfb054270ada098cc3","company 97","Aktiv","Private limited company","2562","1979-01-19","6f824b9f6ed29a0cd0e5c01dc5beca07",,"64372","Ober-Ramstadt","55","0"
"724fe8cfa6f127fc6c527ca734080938","company 98","Aktiv","Private limited company","68311","1991-03-08","d31456876f589efe5721aada607735e6",,"04275","Leipzig","66","15000"
"816f315a1e7fdd3f39b585aad67a94e6","company 99","Aktiv","Limited partnership in which the general partner is a GmbH","4941","1992-07-14","d3280b74ab8d2c1d2d8c7385977b6548",,"33178","Borchen","49","115000"
"a5fc535195bb0e22ce33a06350dac938","company 100","Aktiv","Private limited company","6832","1992-11-06","fa06e7fdb29d903e58c0aca2fae33226",,"09120","Chemnitz","6","63000"
"c901aa2aadd6e6d2c4ba91ec6c7a685e","company 101","Aktiv","Private limited company","7311","1992-07-21","5ba94fd09c03a69279604be22b446efb",,"50829","Köln","11","17500"
"e576f5775322075111ea3cd5ce4ae6dc","company 102","Aktiv","Private limited company","7010","1959-01-15","47f94ee352c0c2afd8f6a11cc533b15d",,"72764","Reutlingen","64","19000"
"d6c9a754961730777cf53d5b2bf9d5ac","company 103","Aktiv","Private limited company","82991","2004-10-29","a55eb972ec8a0134e4eba13d8f571836",,"14163","Berlin","12","21500"
"9ceeebe3a43c2e2336b57bbbbba2e80d","company 104","Aktiv","Private limited company","412","1985-04-29","dea168a11d369b62c44f2c0f79619416",,"66969","Lemberg","16","0"
"c4fd2f46dc5a709a2c7329698029802c","company 105","Aktiv","Registered merchant","4511","1989-06-01","b09e00554191a581b127a183229184ee",,"28217","Bremen","27","10500"
"e2309e41265290c44f38b34a415d05c9","company 106","Aktiv","Private limited company","45110","1991-06-10","4f277e96e54ec49c24f1d088dcb37a97",,"14822","Brück","0","98000"
"0670521c1f5cf64ff9752d6f4fbb13f0","company 107","Aktiv","Private limited company","4221","1999-03-01","e09ce5e77c68a0f24948bdc08dff120c",,"99610","Sömmerda","69","0"
"6b8b46825107758e40a89ee6c031c952","company 108","Aktiv","Private limited company","6622","1979-08-07","4b639f1a4fb1850d3ba8509d37e0e199",,"90482","Nürnberg","16","835000"
"50c2580cfbfb36b0f5494c793c5778e6","company 109","Aktiv","Private limited company","7311","1991-11-07","ac60b70f07428297cc281cb50bcc37b4",,"70567","Stuttgart","7","0"
"da634fb350d1ab457d01c1033b2ae2cb","company 110","Aktiv","Registered merchant","41103","1977-12-31","87ace34b3f84040854c97ecda375c4cd",,"72655","Altdorf","58","0"
"816ee457eaaa9ebba000c1980f75a062","company 111","Aktiv","Private limited company","4399","2017-08-25","38adb6d8b830e4dfc3d692778877eb1f",,"91257","Pegnitz","40","0"
"f78d2bae228122125f551d6a1152f9f3","company 112","Aktiv","Private limited company","71121","1994-08-01","21e41532c4c6c41aef3e2edcda1b45c4",,"08606","Oelsnitz","36","9000"
"e3b3384f91b3ff5a3eac8bc98a5cfe87","company 113","Aktiv","Private limited company","71122","1989-01-27","858d6e640a7fefea119a23c9ab6d88ac",,"86165","Augsburg","24","9000"
"ef62939260b978fa7335432a57508596","company 114","Aktiv","Limited partnership in which the general partner is a GmbH","46712","1964-06-11","54c629ef6e425c73da36f2e68fc4ca8c",,"90766","Fürth","63","185000"
"832678006be6d6b42be6bbdc1f3a32bd","company 115","Aktiv","Private limited company","4621","1989-03-01","13d2e287744a4135570e4e9ac3ddc565",,"33178","Borchen","25","96000"
"6ffd4647d29fa23a0738ab678739c2bb","company 116","Aktiv","Registered merchant","45310","1892-12-31","b8bf281020395ac11a0d6c48e8b02247",,"51065","Köln","61","10500"
"8a51f2d7e5a445ff3cbe601908a632c6","company 117","Aktiv","Private limited company","3513","1998-12-23","8aa8996571c7c3b3a44673cb31ef66d9",,"06729","Elsteraue OT Alttröglitz","91","1400000"
"6201dda4c0df9e56c73652fc7eefcc41","company 118","Aktiv","Private limited company","6832","1989-02-10","591399d32710e981384519383e9b68fe",,"82547","Eurasburg","27","14000"
"a84651ca50a5810a40169ae7fc6ca581","company 119","Aktiv","Private limited company","46903","1990-08-01","893f8739a3f2d73a73d303d634518550",,"82031","Grünwald","51","7500"
"591b69348b69658e4d282bc30f2ed88f","company 120","Aktiv","Registered merchant",,"1953-04-01","1b1a8e7ba58faa0ba963531a70e7736f",,"42655","Solingen","50","0"
"9f51f6dd64b0c3e2ea22c6856b0d9d6f","company 121","Aktiv","Private limited company","46421","1999-09-10","58dd022b5947edf42038c030b4be8bcf",,"96247","Michelau in Oberfranken","60","5000"
"d1d706e28b2c24246432891f76b0a781","company 122","Aktiv","Private limited company","70109","1989-05-22","fe04631e52c553e06777fac8e92bd9cf",,"49163","Bohmte","95","0"
"89a7da4dd4c6d5d580389d507e4a63c8","company 123","Aktiv","Private limited company","4641","1980-11-26","d845566c9e0d845ee4483429d0c62677",,"90425","Nürnberg","83","0"
"eb489faadeadd3ef56ef92d7392512c9","company 124","Aktiv","Private limited company","4213","2000-05-03","cb2bb994caa8d487e05b57737e83c614",,"49844","Bawinkel","36","45500"
"3193e91d78fe6d718c4c72e4f864cc85","company 125","Aktiv","Private limited company","561","1988-11-18","6038170126e8843ba3c007cd85fe1240",,"56068","Koblenz","12","7000"
"6a0762b9f5572290b98f5324374a9b69","company 126","Aktiv","Private limited company","26512","1999-01-19","9cf39fa3a339a35fc76807cba73c12e2",,"03044","Cottbus","36","0"
"ecb72f7e989d6198cddf62d496a2d9d1","company 127","Aktiv","Limited partnership",,"1976-02-18","c109ad48b6d7e2c9b72d3285a00dcd61",,"91785","Pleinfeld","14","0"
"caa6e6789c9f118c3d086bc490d6dad0","company 128","Aktiv","Private limited company","31099","1995-07-06","f0e3ad5b98d3b967534ce2b60b9f22cf",,"06343","Mansfeld","24","7000"
"4de7f40e7cbe9cb63fadfd8a549da4ae","company 129","Aktiv","Private limited company","1812","1989-01-23","6504b79c6739c1f71b9712397c0a0f3f",,"44809","Bochum","41","5500"
"23d71a3bce148c550353d499cb766b3f","company 130","Aktiv","Limited partnership in which the general partner is a GmbH",,"1982-06-23","0623def6436ab84e95e513fecbdf2542",,"52223","Stolberg","4","0"
"c3cfd87f7e7e44857ccb121f01bccf16","company 131","Aktiv","Private limited company",,"1990-06-29","7666912c2b3df50ec85e2ae272376499",,"12619","Berlin","69","0"
"789a56c6be2eb4cb98bafad0e9a4e151","company 132","Aktiv","Private limited company","701","1976-06-18","bd57ef759931807722f5aade9603c8f5",,"74523","Schwäbisch Hall","20","8000"
"d2e48836f11f583d968420e802e69247","company 133","Aktiv","Private limited company","711","1990-05-08","7415a63f1ba1d138933da0c6a48c01b1",,"96052","Bamberg","41","170000"
"de17406230ce369261b2ecebdce89724","company 134","Aktiv","Registered merchant","6622","2003-01-21","84b8512e7f059ac3f2268e2cc044c17a",,"51465","Bergisch Gladbach","2","10500"
"a65eede09bac4664c2199ca99edbd88d","company 135","Aktiv","General partnership",,"1984-01-23","935b75a119cba36c279ae7398ab27a87",,"71032","Böblingen","49","0"
"7e93f078390d59686c3a998c3bc93a1f","company 136","Aktiv","Private limited company","68201","1926-12-27","dc047ebd29e92a75a44fc109e78f0449",,"09116","Chemnitz","31","360000"
"d627ebd6ef0c9607c46ef96d3730c575","company 137","Aktiv","Registered co-operative","68101","1894-12-31","d2450e48baa7d8a9c199a74bd70d328b",,"95478","Kemnath","6","10500"
"3c99d5eb76956d9f3003931861afd162","company 138","Aktiv","Limited partnership in which the general partner is a GmbH",,"2000-07-07","95abd183a90ccd9420bf99e662d40b0d",,"04349","Leipzig","42","0"
"d78159a30c585279b6565aee1db0449d","company 139","Aktiv","Other legal form","46494","1949-11-04","8f1db86740791938b35adf78a9630706",,"68723","Schwetzingen","33","10500"
"e9a24bdf76512ee51812a594970c7dbc","company 140","Aktiv","Registered merchant","55101","1993-12-16","7eef81fa4010203c5b5804508662f992",,"14542","Werder (Havel)","18","10000"
"a2d1deb480184d88066619d121de8787","company 141","Aktiv","Private limited company","08110","1975-01-24","044ca63f0e98446b2fb94b5a8d294a6c",,"33739","Bielefeld","55","9000"
"43543fda3923ba3a8aa5761dd2288e0d","company 142","Aktiv","Private limited company","47523","1985-08-13","a2556d00bf8a80698f570fed3b32ed52",,"71636","Ludwigsburg","72","0"
"fbcef2ab6a73e7471f6a739a20215b97","company 143","Aktiv","Private limited company","4642","1993-11-24","218d9bd3461f8f907a06648470943a0e",,"56073","Koblenz","8","0"
"1fe0a72ee4c0a0d0bdf5be4a22c052fa","company 144","Aktiv","Registered merchant",,"1996-06-27","168e4835c83e54cfc9ae6418c2090425",,"01829","Stadt Wehlen","89","0"
"9d396f16f1e641bc52c611bf10c7b1ca","company 145","Aktiv","Private limited company","68","1995-02-02","396c53169eb48f18198059cfd78cf8dd",,"89073","Ulm","44","7500"
"e55b868a01643c0fecec19aa6a21186b","company 146","Aktiv","Limited partnership in which the general partner is a GmbH","46732","1958-05-05","ad5620e1fb9a26509dff0697ecd57de5",,"94051","Hauzenberg","16","0"
"8aad6cca5c5ec92dd7554202753c6be3","company 147","Aktiv","Registered merchant",,"1996-11-19","0aab8287a8c06823129a22a0f59792e0",,"12309","Berlin","37","0"
"b3cf4c7efc0701788ae1f5f170ce6129","company 148","Aktiv","Limited partnership in which the general partner is a GmbH","6832","1971-11-05","5d214d0ea4ec86a11eba64bce16d70f2",,"86391","Stadtbergen","81","0"
"87e3e33a112758eb0ad4da64e5f5d0d8","company 149","Aktiv","Private limited company",,"1971-12-14","888b37d6c5962e845087c31268cec74a",,"86316","Friedberg","26","0"
"214e1034f2546fd1a19937bbc6ace9b6","company 150","Aktiv","Private limited company",,"1966-03-25","b6890a9a7a3d12078120660e794cd1c7",,"69123","Heidelberg","56","0"
"10627c2ac8bcfbafc1eac26d31b52a51","company 151","Aktiv","Limited partnership in which the general partner is a GmbH",,"1998-03-16","a1d6c8a103bda1d5f55128a5cb0bf271",,"76275","Ettlingen","1","0"
"4e591a1c06b69017600ff5e6f0fd2819","company 152","Aktiv","General partnership","68321","2000-03-06","5e77e4f70105b1bab7538896d40f1ba4",,"23936","Grevesmühlen","33","28500"
"fbf4526cb6c0353b8b592a94d254817f","company 153","Aktiv","Private limited company","47410","1988-06-10",,,"34253","Lohfelden","37","0"
"adae829286c9d823080b4f59a4d2da00","company 154","Aktiv","Private limited company","26119","1954-04-27","d84a1e32951646cd15a2a071a0809a07",,"90431","Nürnberg","2","15000000"
